Timestamp,STG Gross Power (MW),HP Steam Inlet Flow (KPPH),HP Steam Inlet Pressure (PSIA),HP Steam Inlet Temperature (DEGF),LP Steam Inlet Flow (KPPH),LP Steam Inlet Pressure (PSIA),LP Steam Admin Temperature (DEGF),LP Steam Exhaust Pressure (PSIA),HP Flow Function,HP Isentropic Efficiency (%),LP Flow Function,LP Isentropic Efficiency (%)
2017-09-12,164.34708,1146.304,943.6732,937.42084,292.3084,87.06431,440.69458,1.5501994,34149.336,91.81832,76755.4,69.29524
2017-09-13,162.65498,1140.3994,938.85724,937.68207,290.6604,86.67547,440.17056,1.6271577,34155.816,91.97109,76640.6,69.17843
2017-09-14,161.51575,1139.8862,939.37946,941.49274,287.5472,86.54524,439.52756,1.7415456,34176.605,91.90328,75894.82,69.154686
2017-09-15,156.97156,1105.4563,912.28845,942.5705,275.65286,83.74442,436.03973,1.648668,34172.438,91.870705,75068.03,69.22213
2017-09-16,157.37471,1108.9153,915.72284,942.2141,276.6412,83.98802,436.66693,1.667179,34142.31,91.85599,75150.375,69.258705
2017-09-17,156.36172,1102.0105,909.72534,942.3613,274.4831,83.44325,435.8708,1.6556461,34161.37,91.78049,75016.77,69.31935
2017-09-18,157.37665,1107.6887,913.9811,941.17096,277.00726,83.92485,436.52582,1.6354625,34155.926,91.83645,75298.42,69.23621
2017-09-19,155.54964,1097.6909,904.6462,942.3476,272.72592,83.13573,435.27676,1.6535021,34224.094,91.977005,74785.6,69.08227
2017-09-20,154.96962,1093.2013,902.9603,945.38525,269.1829,82.76791,434.46304,1.672329,34193.312,91.93535,74112.31,69.27146
2017-09-21,155.39919,1096.4489,905.3527,944.7045,270.53735,82.95443,434.7612,1.6640073,34192.355,91.872086,74330.16,69.20051
2017-09-22,155.07597,1084.8208,896.74927,946.6816,265.99182,82.0632,433.48483,1.5365185,34191.758,91.9068,73830.74,69.38979
2017-09-23,153.69212,1079.9397,893.10626,948.09467,263.60855,81.6689,432.62378,1.6007792,34200.67,91.7838,73481.77,69.4393
2017-09-24,152.90582,1082.9071,897.36957,948.83234,263.58826,81.85888,433.30038,1.736986,34138.01,91.89821,73340.82,69.29203
2017-09-25,147.0804,1054.4176,867.9891,951.5958,248.90846,78.96095,428.71875,1.7777555,34433.633,91.639366,71628.01,68.84675
2017-09-27,156.0323,1108.0524,915.55615,945.237,274.2176,84.01864,436.57843,1.802557,34166.418,91.92171,74457.086,69.09375
2017-09-28,159.28432,1112.0267,916.8093,940.3282,278.88565,84.37601,437.42624,1.5256215,34168.047,91.887856,75436.45,69.32888
2017-09-29,164.31122,1139.2994,936.6422,935.2088,290.8737,86.47298,440.43872,1.4249514,34169.145,91.887054,76892.266,69.173454
2017-09-30,160.39694,1111.359,915.43787,935.3068,282.64493,84.39163,438.20703,1.3947128,34126.08,91.79973,76484.445,69.41592
2017-10-01,163.19987,1127.5464,927.81104,935.1507,287.45676,85.48463,439.29614,1.3600389,34146.516,91.78527,76823.7,69.285965
2017-10-02,162.77176,1125.455,926.9455,936.999,285.408,85.24513,438.7848,1.3914199,34142.805,91.75279,76464.54,69.46327
2017-10-03,164.64352,1138.8184,935.6574,934.0778,292.27115,86.31642,439.8601,1.3910689,34175.605,91.79459,77371.13,69.25312
2017-10-04,157.73643,1102.1862,910.94415,943.39636,273.8853,83.45385,435.97073,1.5420947,34135.27,91.81203,74854.55,69.44938
2017-10-06,156.1137,1098.7874,904.63983,943.2344,272.18927,83.04918,434.0969,1.6164235,34270.832,91.78002,74652.1,69.31553
2017-10-26,162.43427,1118.7188,918.14246,933.4348,286.51666,85.11383,438.32245,1.3177978,34221.03,92.18814,76869.42,69.24451
2017-10-27,163.83936,1127.217,924.17413,932.90857,288.97592,85.59925,439.20068,1.31196,34240.855,92.13895,77119.44,69.29135
2017-10-28,161.17574,1115.6931,916.04004,935.865,283.4465,84.69777,437.71332,1.3900567,34243.78,92.18746,76386.63,69.224754
2017-10-29,156.89162,1096.4988,901.50757,937.4519,276.97357,83.418915,435.66327,1.5077868,34235.75,92.22005,75714.67,69.17985
2017-10-30,161.36137,1113.3062,913.34814,931.6317,286.36813,84.81024,437.65012,1.3209451,34211.28,92.12044,77076.47,69.2317
2017-10-31,164.78622,1134.4027,929.1942,930.1118,293.74915,86.19211,439.83966,1.3160281,34226.086,92.09971,77882.21,69.24665
2017-11-01,165.62627,1141.8239,934.18207,929.23285,296.904,86.719246,440.78918,1.3417785,34247.613,92.13937,78275.836,69.18041
2017-11-02,163.61499,1142.608,936.9165,936.3962,291.2396,86.60998,439.8373,1.5601352,34276.29,92.093704,76839.42,69.21212
2017-11-03,158.388,1129.5498,921.8943,934.9407,288.9284,84.30375,437.09824,1.562214,34533.86,92.1004,95469.58,62.15732
2017-11-04,164.30219,1136.3411,930.511,931.5698,293.7126,86.311714,440.07855,1.3835472,34256.57,91.94541,77773.02,69.257195
2017-11-05,161.42166,1125.0627,922.98126,936.13794,285.81995,85.31431,438.52988,1.4971552,34269.27,91.955,76505.36,69.307915
2017-11-06,164.32158,1143.2871,935.8304,933.0972,294.34647,86.918495,440.64154,1.4949788,34287.348,92.123566,77412.0,69.18527
2017-11-07,166.87091,1148.522,938.17456,926.9968,301.09055,87.37851,441.67584,1.3128405,34263.92,92.085335,78811.86,69.14211
2017-11-08,168.47903,1157.9565,945.2045,926.523,305.15494,88.1582,442.76013,1.2994308,34270.7,91.94773,79186.75,69.159904
2017-11-09,162.99753,1125.0035,921.8363,931.3835,289.71167,85.519936,439.0216,1.335617,34240.375,92.0373,77386.164,69.22064
2017-11-10,167.7392,1158.432,942.5767,921.8139,309.06134,88.22573,443.7636,1.3474156,34313.61,92.232155,80196.89,68.900764
2017-11-11,166.67447,1153.7952,940.25903,922.17883,307.30692,87.788124,443.35034,1.3662777,34269.484,92.16966,80148.23,68.8413
2017-11-12,163.45772,1145.1234,933.0491,926.52106,300.8224,87.0434,442.0625,1.5384668,34348.527,91.997055,79076.6,68.934715
2017-11-13,165.13884,1140.3317,930.4914,926.8323,297.813,86.56922,441.09998,1.3169461,34306.0,92.099266,78672.49,68.89126
2017-11-14,164.24184,1136.4335,928.803,928.1024,296.17212,86.33802,440.7208,1.3757634,34272.035,92.03586,78433.805,69.14478
2017-11-15,163.2347,1126.5532,919.9389,929.5723,291.34048,85.538284,439.28906,1.3299661,34333.523,92.11655,77807.516,69.186905
2017-11-16,161.86406,1123.4008,919.5994,929.88965,291.4509,85.55353,439.3325,1.3990381,34254.445,92.06257,77834.07,69.070366
2017-11-17,163.5326,1138.3684,930.4285,928.4149,295.99893,86.530556,440.6538,1.4482827,34273.42,92.091675,78208.2,69.00655
2017-11-18,161.76027,1114.4237,914.1752,930.28723,287.53998,84.94385,438.1829,1.2921811,34193.805,92.0715,77293.7,69.19785
2017-11-19,161.7982,1124.3278,917.2869,929.10297,292.6845,85.62019,439.1658,1.3894128,34360.383,92.11501,78090.56,68.80693
2017-11-20,164.67165,1135.848,927.86066,926.14185,298.56406,86.46509,441.00928,1.3227909,34260.555,92.281425,78964.82,68.971535
2017-11-22,165.42314,1139.1528,929.6141,926.9289,294.3675,86.43604,438.60977,1.2842665,34306.08,92.12005,77760.01,69.14662
2017-11-23,165.23181,1138.0853,929.0598,925.7727,298.48392,86.65286,441.23654,1.2882609,34276.938,92.013596,78779.86,69.04038
2017-11-24,163.4588,1129.9948,922.35724,928.9866,291.99057,85.82319,439.29248,1.3179816,34336.695,92.04733,77727.18,68.936165
2017-11-25,160.89577,1116.4683,912.232,932.0538,287.16882,84.90608,438.27078,1.3680248,34358.34,92.02094,77230.734,68.95128
2017-11-26,164.71455,1138.0868,928.3964,927.482,297.74966,86.614876,440.73544,1.3315891,34328.016,91.96105,78597.15,69.03835
2017-11-27,164.53168,1132.9065,926.6875,929.6199,292.57053,86.01592,439.04727,1.3062296,34268.668,92.01928,77693.24,69.30575
2017-11-29,164.77087,1136.452,926.89087,930.3824,293.1876,86.1308,437.76807,1.3069496,34380.39,91.81654,77674.56,69.24804
2017-11-30,164.99548,1135.987,928.075,927.6356,297.3332,86.370575,439.9455,1.2769979,34278.88,92.0116,78665.43,68.94168
2017-12-01,164.8439,1136.1459,928.3542,927.7196,297.8683,86.42568,440.61102,1.2958934,34275.24,92.04874,78792.27,68.90181
2017-12-02,163.96567,1138.8785,928.5395,927.8361,297.16364,86.49411,439.6165,1.3802893,34352.64,91.987946,78495.1,68.80593
2017-12-03,165.06053,1136.0618,925.8503,926.2823,298.55557,86.40891,441.15012,1.2847497,34346.05,92.00439,79018.625,69.10356
2017-12-04,165.06938,1138.0992,930.2463,928.5863,295.9042,86.332756,440.69647,1.2935829,34275.305,92.01867,78367.49,68.87129
2017-12-05,159.96437,1113.6575,912.4047,933.4603,284.3592,84.55859,437.88892,1.4426315,34288.17,92.044266,76774.71,69.14003
2017-12-06,162.23676,1126.8707,919.08636,925.10394,295.64,85.77378,440.28516,1.3656082,34308.57,92.01953,78789.6,68.817345
2017-12-07,163.68927,1133.8394,926.22003,926.1484,299.10562,86.41494,440.63812,1.373074,34262.43,92.16631,79135.984,68.94878
2017-12-08,165.50757,1141.2499,931.66785,923.4884,305.01718,87.182785,442.03998,1.3235034,34237.36,92.194435,80040.04,68.97534
2017-12-09,162.47972,1120.5846,915.71606,925.8674,294.35776,85.443,439.1285,1.3032291,34256.875,92.24057,78699.5,69.055855
2017-12-10,164.7787,1143.4436,932.7136,924.1482,301.98953,87.147194,441.8051,1.3923154,34274.85,92.20204,79275.12,68.821266
2017-12-11,165.69968,1140.0575,930.1934,925.309,299.10315,86.789505,440.94348,1.2457768,34286.195,92.18164,78803.12,68.668175
2017-12-12,162.48175,1123.489,917.7929,926.02954,293.72882,85.704605,439.67926,1.3302082,34268.992,92.215096,78314.83,68.9833
2017-12-13,167.56285,1159.0591,941.64044,918.83234,311.47394,88.55042,442.93616,1.3078326,34324.29,92.41396,80472.27,68.30845
2017-12-14,169.2538,1165.1523,948.8151,920.3394,312.71512,88.963356,443.44104,1.2724572,34256.176,92.24744,80413.5,68.55612
2017-12-15,166.7575,1149.3418,934.724,918.453,308.63602,87.67713,443.32117,1.2548199,34288.59,92.1857,80598.94,68.47271
2017-12-16,165.57478,1142.0631,932.356,926.32275,298.81247,86.87307,441.53857,1.3164504,34280.047,92.02884,78679.43,69.06589
2017-12-17,165.28554,1148.539,934.91876,924.9143,300.90924,87.07688,440.2381,1.3486931,34356.324,92.07366,78974.79,68.431694
2017-12-18,163.97105,1137.322,928.4725,927.40564,296.47208,86.42673,439.99905,1.3611686,34300.92,92.1237,78391.68,68.717415
2017-12-19,162.52547,1130.6603,925.15564,930.8644,291.79733,85.95141,439.1822,1.4222049,34276.348,92.08395,77540.2,68.908936
2017-12-20,163.93164,1134.7528,927.2339,928.18176,294.96634,86.29296,439.41095,1.3512365,34283.363,92.204735,78088.984,68.820854
2017-12-28,165.76505,1155.0581,930.52295,917.85803,307.24496,87.39958,439.40884,1.322901,34611.203,91.96705,80276.27,68.19347
2018-01-01,169.90286,1198.5173,972.3756,914.5233,332.30258,89.96801,446.9924,1.5308926,34269.68,92.03812,84731.055,67.079865
2018-01-02,172.46202,1201.3645,975.9384,917.5325,331.83884,91.22681,448.67242,1.4782115,34268.42,92.24787,83514.52,68.05427
2018-01-04,159.98187,1145.2662,931.29376,923.4693,318.5975,81.89282,436.99295,1.3330426,34373.004,91.626434,88802.305,63.126442
2018-01-09,164.34663,1146.6702,934.42053,926.051,298.8008,86.81438,439.14365,1.4215204,34336.445,92.026855,78608.26,68.56254
2018-01-10,164.51147,1140.7585,931.1871,926.06824,297.81357,86.52251,440.8379,1.3696328,34282.793,92.111115,78700.555,68.824745
2018-01-11,163.24098,1133.5486,926.5783,928.7896,294.09308,85.98502,440.07596,1.3995497,34280.566,92.03675,78168.73,68.96527
2018-01-12,154.65268,1095.5447,900.8625,938.75104,273.8205,83.121376,435.40552,1.6962173,34250.496,92.00796,75112.77,69.10508
2018-01-20,162.18402,1129.6647,921.69855,929.26996,292.2377,85.748215,439.08008,1.4111025,34357.45,91.88814,77847.555,68.898544
2018-01-22,160.27217,1119.7325,909.6619,929.22766,285.62735,84.691185,436.30664,1.3930644,34526.406,91.98214,76857.28,68.60972
2018-01-23,159.83147,1119.4176,914.05066,928.08466,286.8589,84.93484,435.0494,1.4437791,34321.03,92.0344,76933.22,68.695946
2018-01-24,164.19981,1140.248,930.09515,925.05615,298.26178,86.686165,439.38696,1.3726765,34292.688,92.14193,78594.16,68.77064
2018-01-25,166.8001,1155.5166,941.17004,920.5631,309.32095,88.00093,443.61923,1.3642203,34262.17,92.1313,80491.5,68.75797
2018-01-26,163.81523,1141.6055,929.60693,924.71906,299.4185,86.40814,439.3584,1.4185158,34350.168,92.16433,79147.34,68.61822
2018-02-01,158.44067,1134.7737,905.7558,927.1317,292.2369,84.615685,436.1568,1.4810429,35102.176,91.73773,78763.61,66.4033
2018-02-05,165.62376,1149.7607,935.8161,921.4212,301.96622,87.18222,436.51535,1.3184147,34305.625,92.04115,78936.445,68.54481
2018-02-06,166.13077,1151.5076,937.2674,921.02826,304.94904,87.42938,440.49304,1.359653,34300.223,92.186195,79705.27,68.820595
2018-02-07,163.89717,1138.338,928.9984,925.8185,298.58612,86.56108,440.6611,1.38886,34286.56,92.15702,78853.586,68.78683
2018-02-08,165.73152,1156.3849,942.0947,920.1569,309.90176,88.08274,442.72232,1.4499195,34246.875,92.13932,80521.84,68.58427
2018-02-09,165.16278,1149.3014,937.65314,923.6196,303.21622,87.30957,441.44495,1.4191769,34256.16,92.200966,79429.58,68.68654
2018-02-10,163.32454,1133.0151,925.5325,928.1463,293.13345,86.04678,439.8713,1.3702656,34293.75,91.95359,77855.77,69.00145
2018-02-11,160.0725,1115.6184,913.4427,930.58936,287.15387,84.84107,438.13568,1.4392488,34263.2,92.030624,77283.12,69.063286
2018-02-12,165.6525,1143.6965,934.5457,926.5288,298.22104,86.776886,440.64478,1.3195723,34249.6,92.08432,78567.63,68.92267
2018-02-13,168.83994,1165.7064,951.1283,923.71356,307.7893,88.48779,443.53036,1.3560461,34239.773,92.101524,79642.09,69.0029
2018-02-14,164.95766,1144.1694,935.8515,927.3791,298.2404,86.96513,440.97943,1.405685,34227.23,92.161064,78413.9,68.97889
2018-02-15,164.03052,1147.6973,945.0831,940.0557,287.68964,87.02714,439.16623,1.608748,34183.445,92.0044,75592.79,69.19546
2018-02-16,159.9883,1121.2203,920.81366,931.11884,288.52707,85.35503,438.4948,1.5500375,34159.766,92.083176,77186.24,69.069336
2018-02-17,163.68835,1129.1892,923.8053,927.29663,292.6131,85.80105,439.5654,1.2932589,34230.816,92.11233,77928.4,68.959206
2018-02-18,166.20079,1152.5411,941.61975,925.1358,303.0135,87.61183,441.9333,1.4007608,34226.562,92.087,79122.18,68.9662
2018-02-19,164.89928,1145.3533,936.9451,925.4844,300.0323,87.023735,441.63574,1.4124125,34192.414,92.02292,78864.13,68.97648
2018-02-20,160.10223,1124.2815,923.2525,932.51697,287.51825,85.30377,438.7095,1.5907052,34180.58,91.93631,76975.58,69.17914
2018-02-21,156.50555,1117.8392,920.2557,937.86786,281.50394,84.68477,437.38153,1.8579786,34178.64,91.97391,75849.59,68.841156
2018-02-22,164.97278,1149.1732,939.4542,925.8173,301.34833,87.24877,442.06995,1.467928,34217.707,92.03465,79025.97,69.00529
2018-02-23,164.53963,1145.1407,936.04865,925.8123,299.46295,86.92695,441.28522,1.4363855,34225.1,92.08205,78788.87,68.911476
2018-02-24,161.54333,1131.6874,928.41766,928.6851,293.6745,86.04952,440.24213,1.5537227,34152.36,92.036934,78014.35,69.11226
2018-02-25,160.72551,1123.372,920.6561,929.09875,290.94254,85.491165,439.17722,1.5076379,34201.293,92.02758,77749.58,69.17537
2018-02-26,161.71317,1129.2477,926.1496,929.0367,292.2951,85.84791,439.65573,1.5021168,34169.76,91.988106,77805.16,69.19077
2018-02-27,163.20699,1136.808,931.15295,928.1467,295.28757,86.337585,440.29492,1.4571403,34194.297,92.027596,78173.0,69.03688
2018-02-28,159.60315,1120.4847,920.48834,931.7333,287.78662,85.2068,438.73206,1.5831356,34157.926,91.994934,77134.21,69.18098
2018-03-01,158.6059,1115.5995,915.9719,930.46387,286.92737,84.917465,438.18045,1.5879431,34163.15,92.056564,77149.29,69.05165
2018-03-02,160.14304,1118.442,915.06696,924.2041,292.90137,85.29665,438.6401,1.4447691,34191.195,92.18537,78425.516,68.871735
2018-03-03,162.98225,1138.09,929.06696,922.6826,300.2544,86.67019,440.98862,1.4616364,34229.875,92.160805,79219.484,68.826256
2018-03-04,161.53926,1126.4496,919.65643,924.35565,295.07684,85.61256,438.96896,1.4323316,34261.92,92.16816,78730.42,68.90723
2018-03-05,163.69923,1139.0118,930.7498,922.9939,300.62482,86.69782,441.45468,1.4078032,34198.254,92.12319,79311.96,68.77955
2018-03-06,162.93062,1136.4379,929.0314,924.67224,298.53937,86.50259,440.65253,1.4526027,34211.266,92.140236,78895.79,68.826645
2018-03-07,160.46162,1116.3159,910.50555,926.8539,289.28546,84.994606,438.28964,1.3938478,34341.188,92.29978,77716.086,68.90189
2018-03-08,162.55544,1134.404,923.87476,924.0736,297.85284,86.4377,440.59937,1.4490672,34337.332,92.410286,78779.74,68.72435
2018-03-09,161.712,1137.299,925.7516,924.20074,299.0289,86.65897,441.04657,1.5686476,34355.117,92.41187,78909.49,68.63564
2018-03-10,163.5579,1141.1271,928.63086,922.8887,300.97986,86.88799,441.57846,1.4529604,34340.824,92.34765,79239.06,68.76705
2018-03-11,164.14973,1142.6284,931.0578,923.7122,300.80933,86.93868,441.56815,1.4235628,34306.176,92.2592,79143.52,68.80779
2018-03-12,161.73802,1127.7887,920.23773,924.9461,295.4027,85.949066,439.9983,1.4548167,34288.895,92.45584,78553.93,68.88409
2018-03-13,161.26491,1126.6886,918.3667,924.0875,295.70203,85.895,440.03717,1.464122,34314.277,92.49745,78685.15,68.735275
2018-03-14,160.49913,1122.5103,1031.712,923.70953,312.67218,86.54369,446.51,1.5302631,30539.111,89.73455,82906.85,68.32178
2018-03-15,158.93243,1110.1809,1087.0555,925.9852,316.4976,86.093956,448.70218,1.5548412,28441.564,88.16709,84468.64,68.33437
2018-03-16,159.98602,1112.971,1090.0605,923.9447,319.6158,86.29361,449.38586,1.4916165,28405.467,88.097176,85137.914,68.38779
2018-03-17,158.3684,1107.2606,1091.7333,928.06757,313.9115,85.80006,448.3665,1.5749031,28267.977,87.88149,84053.086,68.46664
2018-03-18,160.02425,1112.4047,1094.9158,925.10345,318.20178,86.15805,449.17294,1.4736689,28275.42,87.82505,84884.92,68.43118
2018-03-19,130.40147,916.4421,904.65216,924.8857,250.59232,70.952866,433.53793,1.3243043,28317.6,87.98507,79793.87,68.576866
2018-03-20,160.92583,1115.8175,1029.0645,925.8876,307.55197,85.84293,444.49872,1.3916363,30467.447,89.42672,82111.71,68.51321
2018-03-21,167.52168,1166.9269,957.52356,938.4462,293.361,88.48755,440.75656,1.5552249,34279.547,92.17841,75987.24,69.13972
2018-03-22,160.16646,1125.7687,919.92017,926.3378,292.9258,85.65854,439.45633,1.5609096,34261.004,92.2583,78138.43,68.86594
2018-03-23,160.1529,1130.2777,924.2119,927.78864,293.2333,85.91363,439.66125,1.6319681,34255.746,92.20662,77994.79,68.82109
2018-03-24,160.23798,1130.3391,924.2791,926.54297,294.56256,85.971535,440.1168,1.6272138,34236.05,92.20526,78314.555,68.855515
2018-03-25,163.30086,1152.4669,940.0087,925.12494,302.20438,87.472626,442.26645,1.6543013,34284.312,92.26358,79054.8,68.72883
2018-03-26,162.78871,1148.9038,938.308,927.36456,299.2423,87.04659,441.38193,1.6588361,34276.934,92.147224,78622.99,68.82968
2018-03-27,161.76213,1142.6469,933.16235,926.5812,297.6491,86.71267,441.0696,1.6498469,34271.258,92.144005,78494.766,68.76411
2018-03-28,157.63188,1129.4081,922.73004,927.89105,294.4419,85.21482,439.72577,1.7984463,34287.324,92.02676,78972.51,67.99225
2018-03-29,154.59323,1114.6163,912.9646,931.1699,286.8034,84.47654,438.24042,1.9255335,34259.54,92.13313,77535.01,68.18541
2018-03-30,155.27556,1113.5829,911.2605,929.5506,287.23178,84.784164,438.5792,1.8679928,34269.055,92.341064,77375.29,68.50567
2018-03-31,159.01558,1135.4214,928.07587,930.7092,292.58255,86.18275,439.95294,1.8339121,34307.758,92.32431,77578.29,68.54543
2018-04-01,155.55412,1120.8076,916.6496,930.8252,288.26395,85.18946,439.0362,1.9437063,34302.324,92.293465,77302.31,68.29786
2018-04-02,160.19504,1135.5382,925.2381,925.19666,298.3943,86.32939,440.99408,1.6810427,34336.805,92.24229,79044.56,68.55171
2018-04-03,162.9623,1161.3408,947.1462,924.86755,307.15045,88.47636,443.69437,1.824742,34275.758,92.22636,79483.734,68.55632
2018-04-04,155.82634,1113.5488,907.12775,925.29205,287.34903,84.64766,437.48926,1.7124989,34363.465,92.54906,77479.03,68.04447
2018-04-05,159.74933,1137.5897,927.8596,925.29315,298.62674,86.56766,441.22867,1.7683046,34300.17,92.34763,78896.445,68.4983
2018-04-06,154.87167,1114.7689,911.88684,930.67163,287.2751,84.83653,438.36514,1.9165552,34297.12,92.32456,77318.164,68.26782
2018-04-07,158.83221,1131.308,923.66235,925.84344,296.37964,86.18008,440.54486,1.7654806,34278.254,92.26336,78624.125,68.5838
2018-04-08,158.35909,1128.7859,921.06934,925.32404,295.8487,85.95679,440.2488,1.7593774,34293.72,92.37005,78674.89,68.415596
2018-04-09,158.96497,1133.8273,924.83386,925.9346,296.88678,86.24048,440.79938,1.7881631,34311.62,92.35346,78716.86,68.47429
2018-04-10,158.13766,1133.2148,924.80817,925.5567,297.22,86.191444,440.91843,1.8556914,34288.44,92.300476,78857.62,68.376366
2018-04-11,157.33055,1127.5886,921.61194,928.4394,292.88724,85.740265,440.01248,1.8655326,34282.973,92.33259,78077.58,68.40167
2018-04-12,153.98499,1115.7422,914.0643,932.85693,285.76813,84.797806,438.41858,2.0278778,34275.83,92.27816,76950.77,68.071106
2018-04-13,148.5447,1098.3917,902.787,939.8481,274.22693,83.30393,435.70453,2.2995005,34277.242,92.26216,75041.92,67.08365
2018-05-07,166.84612,1240.6115,943.2584,935.63544,291.05182,87.22971,439.68585,1.3799313,36946.746,92.130615,76219.195,60.316807
2018-05-08,165.40955,1227.0674,932.5915,934.3291,290.14813,86.41074,439.6538,1.3452756,36951.684,92.112785,76723.57,60.481983
2018-05-09,166.99535,1241.8821,943.32935,936.24634,291.65308,87.32883,440.17746,1.384657,36992.477,92.11629,76319.875,60.302032
2018-05-10,163.7503,1230.5524,935.37445,936.9393,289.95352,85.78192,439.13776,1.4532021,36985.973,92.01003,77206.65,59.3994
2018-05-11,163.0461,1204.9895,916.98724,935.9983,281.9268,84.75483,437.22156,1.2816206,36947.746,92.1716,75902.49,60.55306
2018-05-12,161.69383,1206.4023,916.0131,930.9548,287.5238,85.05607,437.73407,1.3612522,36950.45,92.11489,77157.984,60.245487
2018-05-13,161.41867,1204.9403,915.5057,930.2946,287.22168,85.05068,438.71243,1.3873839,36916.25,92.177635,77135.26,60.36114
2018-05-14,162.83572,1222.7067,929.61584,935.84674,287.29984,86.10244,439.057,1.5130669,36966.086,92.16265,76199.22,60.191734
2018-05-15,159.09721,1209.8417,921.7092,939.30695,281.3863,85.15985,437.5121,1.6967125,36954.617,92.02288,75404.81,60.003113
2018-05-16,163.20694,1228.305,932.71216,932.4772,293.10526,86.620384,439.291,1.5434866,36958.008,92.19468,77256.83,60.167084
2018-05-17,164.16646,1241.3945,943.44434,934.7061,294.2363,87.4911,441.26907,1.6376147,36947.266,92.101135,76904.84,60.071587
2018-05-18,163.26842,1210.7615,919.0679,935.65204,284.00632,85.04852,437.6504,1.3199462,37037.805,92.12522,76200.08,60.4491
2018-05-19,159.66852,1195.8278,906.1382,931.2141,282.93048,83.95761,436.22418,1.366801,37044.617,92.09247,76855.21,59.9579
2018-05-20,158.03473,1175.6759,897.69495,940.21075,269.99045,82.64393,434.1961,1.3539231,36911.445,92.01835,74429.13,60.611275
2018-05-21,154.52461,1162.0134,883.2609,940.27747,263.8625,81.22451,430.96017,1.4097774,37097.965,91.90512,73890.5,60.047626
2018-05-22,161.10611,1194.9685,908.1141,934.2789,280.10706,83.96785,436.69272,1.2888081,36982.81,92.0958,76113.086,60.390213
2018-05-25,165.14902,1233.0913,939.11115,944.79565,280.67444,86.40796,437.88403,1.4648565,37037.297,92.09955,74136.5,60.270245
2018-05-26,154.7141,1160.9718,876.7469,943.6409,258.82162,81.17301,430.3047,1.393092,37398.61,92.0483,72495.93,60.03652
2018-05-29,152.59393,1144.1779,872.0198,939.931,257.71463,80.1337,427.04688,1.3578196,37006.45,91.86308,72951.86,60.41685
2018-05-30,166.83795,1245.295,946.1312,937.83154,290.35,87.44835,440.25745,1.4447231,37006.066,92.15406,75881.586,60.237236
2018-05-31,162.94524,1219.3322,927.17224,938.8922,282.7591,85.666374,438.23276,1.4487578,37011.457,92.124466,75338.32,60.18172
2018-06-01,163.49348,1226.4675,934.29956,943.3944,280.4342,86.07901,438.29117,1.5222082,37010.12,92.080894,74375.09,60.216557
2018-06-02,168.06143,1260.219,957.3872,942.3618,290.85556,88.47696,440.8121,1.5471383,37070.785,92.15891,75129.63,60.101364
2018-06-03,159.57675,1192.4685,906.2278,933.04645,281.6346,84.12959,436.6107,1.3863131,36962.555,92.05862,76372.66,60.385075
2018-06-04,156.51416,1168.6581,892.33777,937.7872,270.53906,82.4453,434.05,1.3929677,36879.0,92.15458,74759.34,60.52995
2018-06-05,158.36378,1180.8053,898.1767,939.202,271.86243,83.06424,434.8883,1.3593283,37036.293,92.23297,74599.05,60.273487
2018-06-06,162.97847,1223.0183,928.8617,934.7552,288.16766,86.1497,439.50836,1.4888201,36988.69,92.14479,76414.53,60.20442
2018-06-07,161.06715,1199.8514,913.0043,938.9761,276.98898,84.2199,436.46216,1.3615757,37003.375,92.064514,75016.94,60.300793
2018-06-08,164.87294,1228.2463,935.4998,940.9286,283.5904,86.18898,439.06332,1.4125509,36976.145,92.05126,75155.22,60.30549
2018-06-09,166.41743,1236.2836,940.8372,940.9169,285.482,86.7422,439.30795,1.3742707,37000.543,92.15852,75162.93,60.230724
2018-06-10,158.38348,1187.8987,902.8612,933.23846,279.09103,83.63725,437.09482,1.4276901,36964.95,92.16643,76159.35,60.211155
2018-06-11,161.31631,1199.8505,912.2721,937.3439,278.29364,84.26098,436.41718,1.331756,37007.258,92.095764,75328.01,60.288757
2018-06-12,163.93575,1214.8665,923.82983,939.67914,280.4724,85.20147,437.50052,1.3074008,37027.18,92.05313,75118.46,60.376297
2018-06-13,158.6466,1216.9393,926.6704,940.97845,280.77133,85.53132,437.4191,1.8286302,36992.926,92.07592,74887.555,59.649708
2018-06-14,162.12495,1208.0953,920.1967,942.1256,276.57025,84.817665,436.7803,1.3910092,37009.785,92.07278,74378.234,60.308685
2018-06-15,157.4308,1176.2461,895.5499,940.9436,268.8076,82.504425,434.21393,1.3717425,37032.348,92.09186,74239.91,60.181843
2018-06-16,163.09613,1216.3676,926.6462,942.31305,278.77316,85.33192,437.75073,1.4209409,36998.574,92.08329,74555.375,60.3185
2018-06-17,164.26944,1232.1875,938.2283,945.4209,278.70917,86.12304,436.4448,1.5136626,37059.047,91.96682,73763.17,60.18807
2018-06-18,161.1842,1223.411,932.4524,945.1419,277.7192,85.693504,437.20377,1.6853665,37022.547,92.09934,73922.9,59.803253
2018-06-19,161.4585,1205.7372,919.0436,943.4159,275.9848,84.66354,436.94217,1.4314904,37003.758,92.04461,74358.03,60.30139
2018-06-20,165.5381,1232.484,938.32825,940.50574,284.9964,86.60293,439.6151,1.4094347,36981.586,92.13296,75189.055,60.283066
